#This is the full journey report starting at time 0
#For every pair of vertices, the foremost and shortest journeys are displayed
#Each edge is in the form (originNode[traversalTime]destinationNode)

#This report is for the trace: null
#Uploaded to DTNTES by: null
#No link to the trace was provided

Shortest Journey: 44 [49] 14

Node 44 to node 15
Foremost Journey: 44 [49] 15
Shortest Journey: 44 [49] 15

Node 44 to node 16
Foremost Journey: 44 [49] 16
Shortest Journey: 44 [49] 16

Node 44 to node 17
Foremost Journey: 44 [49] 17
Shortest Journey: 44 [49] 17

Node 44 to node 18
Foremost Journey: 44 [49] 18
Shortest Journey: 44 [49] 18

Node 44 to node 19
Foremost Journey: 44 [49] 19
Shortest Journey: 44 [49] 19

Node 44 to node 20
Foremost Journey: 44 [49] 20
Shortest Journey: 44 [49] 20

Node 44 to node 21
Foremost Journey: 44 [49] 21
Shortest Journey: 44 [49] 21

Node 44 to node 22
Foremost Journey: 44 [49] 22
Shortest Journey: 44 [49] 22

Node 44 to node 23
Foremost Journey: 44 [49] 23
Shortest Journey: 44 [49] 23

Node 44 to node 24
Foremost Journey: 44 [49] 24
Shortest Journey: 44 [49] 24

Node 44 to node 25
Foremost Journey: 44 [49] 25
Shortest Journey: 44 [49] 25

Node 44 to node 26
Foremost Journey: 44 [49] 26
Shortest Journey: 44 [49] 26

Node 44 to node 27
Foremost Journey: 44 [49] 27
Shortest Journey: 44 [49] 27

Node 44 to node 28
Foremost Journey: 44 [49] 28
Shortest Journey: 44 [49] 28

Node 44 to node 29
Foremost Journey: 44 [49] 29
Shortest Journey: 44 [49] 29

Node 44 to node 30
Foremost Journey: 44 [49] 30
Shortest Journey: 44 [49] 30

Node 44 to node 31
Foremost Journey: 44 [49] 31
Shortest Journey: 44 [49] 31

Node 44 to node 32
Foremost Journey: 44 [49] 32
Shortest Journey: 44 [49] 32

Node 44 to node 33
Foremost Journey: 44 [49] 33
Shortest Journey: 44 [49] 33

Node 44 to node 34
Foremost Journey: 44 [49] 34
Shortest Journey: 44 [49] 34

Node 44 to node 35
Foremost Journey: 44 [49] 35
Shortest Journey: 44 [49] 35

Node 44 to node 36
Foremost Journey: 44 [49] 36
Shortest Journey: 44 [49] 36

Node 44 to node 37
Foremost Journey: 44 [49] 37
Shortest Journey: 44 [49] 37

Node 44 to node 38
Foremost Journey: 44 [49] 38
Shortest Journey: 44 [49] 38

Node 44 to node 39
Foremost Journey: 44 [49] 39
Shortest Journey: 44 [49] 39

Node 44 to node 40
Foremost Journey: 44 [49] 40
Shortest Journey: 44 [49] 40

Node 44 to node 41
Foremost Journey: 44 [49] 41
Shortest Journey: 44 [49] 41

Node 44 to node 42
Foremost Journey: 44 [49] 42
Shortest Journey: 44 [49] 42

Node 44 to node 43
Foremost Journey: 44 [49] 43
Shortest Journey: 44 [49] 43

Node 44 to node 45
Foremost Journey: 44 [49] 45
Shortest Journey: 44 [49] 45

Node 44 to node 46
Foremost Journey: 44 [49] 46
Shortest Journey: 44 [49] 46

Node 44 to node 47
Foremost Journey: 44 [49] 47
Shortest Journey: 44 [49] 47

Node 44 to node 48
Foremost Journey: 44 [49] 48
Shortest Journey: 44 [49] 48

Node 44 to node 49
Foremost Journey: 44 [49] 49
Shortest Journey: 44 [49] 49

Node 45 to node 0
Foremost Journey: 45 [49] 0
Shortest Journey: 45 [49] 0

Node 45 to node 1
Foremost Journey: 45 [49] 1
Shortest Journey: 45 [49] 1

Node 45 to node 2
Foremost Journey: 45 [49] 2
Shortest Journey: 45 [49] 2

Node 45 to node 3
Foremost Journey: 45 [49] 3
Shortest Journey: 45 [49] 3

Node 45 to node 4
Foremost Journey: 45 [49] 4
Shortest Journey: 45 [49] 4

Node 45 to node 5
Foremost Journey: 45 [49] 5
Shortest Journey: 45 [49] 5

Node 45 to node 6
Foremost Journey: 45 [49] 6
Shortest Journey: 45 [49] 6

Node 45 to node 7
Foremost Journey: 45 [49] 7
Shortest Journey: 45 [49] 7

Node 45 to node 8
Foremost Journey: 45 [49] 8
Shortest Journey: 45 [49] 8

Node 45 to node 9
Foremost Journey: 45 [49] 9
Shortest Journey: 45 [49] 9

Node 45 to node 10
Foremost Journey: 45 [49] 10
Shortest Journey: 45 [49] 10

Node 45 to node 11
Foremost Journey: 45 [49] 11
Shortest Journey: 45 [49] 11

Node 45 to node 12
Foremost Journey: 45 [49] 12
Shortest Journey: 45 [49] 12

Node 45 to node 13
Foremost Journey: 45 [49] 13
Shortest Journey: 45 [49] 13

Node 45 to node 14
Foremost Journey: 45 [49] 14
Shortest Journey: 45 [49] 14

Node 45 to node 15
Foremost Journey: 45 [49] 15
Shortest Journey: 45 [49] 15

Node 45 to node 16
Foremost Journey: 45 [49] 16
Shortest Journey: 45 [49] 16

Node 45 to node 17
Foremost Journey: 45 [49] 17
Shortest Journey: 45 [49] 17

Node 45 to node 18
Foremost Journey: 45 [49] 18
Shortest Journey: 45 [49] 18

Node 45 to node 19
Foremost Journey: 45 [49] 19
Shortest Journey: 45 [49] 19

Node 45 to node 20
Foremost Journey: 45 [49] 20
Shortest Journey: 45 [49] 20

Node 45 to node 21
Foremost Journey: 45 [49] 21
Shortest Journey: 45 [49] 21

Node 45 to node 22
Foremost Journey: 45 [49] 22
Shortest Journey: 45 [49] 22

Node 45 to node 23
Foremost Journey: 45 [49] 23
Shortest Journey: 45 [49] 23

Node 45 to node 24
Foremost Journey: 45 [49] 24
Shortest Journey: 45 [49] 24

Node 45 to node 25
Foremost Journey: 45 [49] 25
Shortest Journey: 45 [49] 25

Node 45 to node 26
Foremost Journey: 45 [49] 26
Shortest Journey: 45 [49] 26

Node 45 to node 27
Foremost Journey: 45 [49] 27
Shortest Journey: 45 [49] 27

Node 45 to node 28
Foremost Journey: 45 [49] 28
Shortest Journey: 45 [49] 28

Node 45 to node 29
Foremost Journey: 45 [49] 29
Shortest Journey: 45 [49] 29

Node 45 to node 30
Foremost Journey: 45 [49] 30
Shortest Journey: 45 [49] 30

Node 45 to node 31
Foremost Journey: 45 [49] 31
Shortest Journey: 45 [49] 31

Node 45 to node 32
Foremost Journey: 45 [49] 32
Shortest Journey: 45 [49] 32

Node 45 to node 33
Foremost Journey: 45 [49] 33
Shortest Journey: 45 [49] 33

Node 45 to node 34
Foremost Journey: 45 [49] 34
Shortest Journey: 45 [49] 34

Node 45 to node 35
Foremost Journey: 45 [49] 35
Shortest Journey: 45 [49] 35

Node 45 to node 36
Foremost Journey: 45 [49] 36
Shortest Journey: 45 [49] 36

Node 45 to node 37
Foremost Journey: 45 [49] 37
Shortest Journey: 45 [49] 37

Node 45 to node 38
Foremost Journey: 45 [49] 38
Shortest Journey: 45 [49] 38

Node 45 to node 39
Foremost Journey: 45 [49] 39
Shortest Journey: 45 [49] 39

Node 45 to node 40
Foremost Journey: 45 [49] 40
Shortest Journey: 45 [49] 40

Node 45 to node 41
Foremost Journey: 45 [49] 41
Shortest Journey: 45 [49] 41

Node 45 to node 42
Foremost Journey: 45 [49] 42
Shortest Journey: 45 [49] 42

Node 45 to node 43
Foremost Journey: 45 [49] 43
Shortest Journey: 45 [49] 43

Node 45 to node 44
Foremost Journey: 45 [49] 44
Shortest Journey: 45 [49] 44

Node 45 to node 46
Foremost Journey: 45 [49] 46
Shortest Journey: 45 [49] 46

Node 45 to node 47
Foremost Journey: 45 [49] 47
Shortest Journey: 45 [49] 47

Node 45 to node 48
Foremost Journey: 45 [49] 48
Shortest Journey: 45 [49] 48

Node 45 to node 49
Foremost Journey: 45 [49] 49
Shortest Journey: 45 [49] 49

Node 46 to node 0
Foremost Journey: 46 [49] 0
Shortest Journey: 46 [49] 0

Node 46 to node 1
Foremost Journey: 46 [49] 1
Shortest Journey: 46 [49] 1

Node 46 to node 2
Foremost Journey: 46 [49] 2
Shortest Journey: 46 [49] 2

Node 46 to node 3
Foremost Journey: 46 [49] 3
Shortest Journey: 46 [49] 3

Node 46 to node 4
Foremost Journey: 46 [49] 4
Shortest Journey: 46 [49] 4

Node 46 to node 5
Foremost Journey: 46 [49] 5
Shortest Journey: 46 [49] 5

Node 46 to node 6
Foremost Journey: 46 [49] 6
Shortest Journey: 46 [49] 6

Node 46 to node 7
Foremost Journey: 46 [49] 7
Shortest Journey: 46 [49] 7

Node 46 to node 8
Foremost Journey: 46 [49] 8
Shortest Journey: 46 [49] 8

Node 46 to node 9
Foremost Journey: 46 [49] 9
Shortest Journey: 46 [49] 9

Node 46 to node 10
Foremost Journey: 46 [49] 10
Shortest Journey: 46 [49] 10

Node 46 to node 11
Foremost Journey: 46 [49] 11
Shortest Journey: 46 [49] 11

Node 46 to node 12
Foremost Journey: 46 [49] 12
Shortest Journey: 46 [49] 12

Node 46 to node 13
Foremost Journey: 46 [49] 13
Shortest Journey: 46 [49] 13

Node 46 to node 14
Foremost Journey: 46 [49] 14
Shortest Journey: 46 [49] 14

Node 46 to node 15
Foremost Journey: 46 [49] 15
Shortest Journey: 46 [49] 15

Node 46 to node 16
Foremost Journey: 46 [49] 16
Shortest Journey: 46 [49] 16

Node 46 to node 17
Foremost Journey: 46 [49] 17
Shortest Journey: 46 [49] 17

Node 46 to node 18
Foremost Journey: 46 [49] 18
Shortest Journey: 46 [49] 18

Node 46 to node 19
Foremost Journey: 46 [49] 19
Shortest Journey: 46 [49] 19

Node 46 to node 20
Foremost Journey: 46 [49] 20
Shortest Journey: 46 [49] 20

Node 46 to node 21
Foremost Journey: 46 [49] 21
Shortest Journey: 46 [49] 21

Node 46 to node 22
Foremost Journey: 46 [49] 22
Shortest Journey: 46 [49] 22

Node 46 to node 23
Foremost Journey: 46 [49] 23
Shortest Journey: 46 [49] 23

Node 46 to node 24
Foremost Journey: 46 [49] 24
Shortest Journey: 46 [49] 24

Node 46 to node 25
Foremost Journey: 46 [49] 25
Shortest Journey: 46 [49] 25

Node 46 to node 26
Foremost Journey: 46 [49] 26
Shortest Journey: 46 [49] 26

Node 46 to node 27
Foremost Journey: 46 [49] 27
Shortest Journey: 46 [49] 27

Node 46 to node 28
Foremost Journey: 46 [49] 28
Shortest Journey: 46 [49] 28

Node 46 to node 29
Foremost Journey: 46 [49] 29
Shortest Journey: 46 [49] 29

Node 46 to node 30
Foremost Journey: 46 [49] 30
Shortest Journey: 46 [49] 30

Node 46 to node 31
Foremost Journey: 46 [49] 31
Shortest Journey: 46 [49] 31

Node 46 to node 32
Foremost Journey: 46 [49] 32
Shortest Journey: 46 [49] 32

Node 46 to node 33
Foremost Journey: 46 [49] 33
Shortest Journey: 46 [49] 33

Node 46 to node 34
Foremost Journey: 46 [49] 34
Shortest Journey: 46 [49] 34

Node 46 to node 35
Foremost Journey: 46 [49] 35
Shortest Journey: 46 [49] 35

Node 46 to node 36
Foremost Journey: 46 [49] 36
Shortest Journey: 46 [49] 36

Node 46 to node 37
Foremost Journey: 46 [49] 37
Shortest Journey: 46 [49] 37

Node 46 to node 38
Foremost Journey: 46 [49] 38
Shortest Journey: 46 [49] 38

Node 46 to node 39
Foremost Journey: 46 [49] 39
Shortest Journey: 46 [49] 39

Node 46 to node 40
Foremost Journey: 46 [49] 40
Shortest Journey: 46 [49] 40

Node 46 to node 41
Foremost Journey: 46 [49] 41
Shortest Journey: 46 [49] 41

Node 46 to node 42
Foremost Journey: 46 [49] 42
Shortest Journey: 46 [49] 42

Node 46 to node 43
Foremost Journey: 46 [49] 43
Shortest Journey: 46 [49] 43

Node 46 to node 44
Foremost Journey: 46 [49] 44
Shortest Journey: 46 [49] 44

Node 46 to node 45
Foremost Journey: 46 [49] 45
Shortest Journey: 46 [49] 45

Node 46 to node 47
Foremost Journey: 46 [49] 47
Shortest Journey: 46 [49] 47

Node 46 to node 48
Foremost Journey: 46 [49] 48
Shortest Journey: 46 [49] 48

Node 46 to node 49
Foremost Journey: 46 [49] 49
Shortest Journey: 46 [49] 49

Node 47 to node 0
Foremost Journey: 47 [49] 0
Shortest Journey: 47 [49] 0

Node 47 to node 1
Foremost Journey: 47 [49] 1
Shortest Journey: 47 [49] 1

Node 47 to node 2
Foremost Journey: 47 [49] 2
Shortest Journey: 47 [49] 2

Node 47 to node 3
Foremost Journey: 47 [49] 3
Shortest Journey: 47 [49] 3

Node 47 to node 4
Foremost Journey: 47 [49] 4
Shortest Journey: 47 [49] 4

Node 47 to node 5
Foremost Journey: 47 [49] 5
Shortest Journey: 47 [49] 5

Node 47 to node 6
Foremost Journey: 47 [49] 6
Shortest Journey: 47 [49] 6

Node 47 to node 7
Foremost Journey: 47 [49] 7
Shortest Journey: 47 [49] 7

Node 47 to node 8
Foremost Journey: 47 [49] 8
Shortest Journey: 47 [49] 8

Node 47 to node 9
Foremost Journey: 47 [49] 9
Shortest Journey: 47 [49] 9

Node 47 to node 10
Foremost Journey: 47 [49] 10
Shortest Journey: 47 [49] 10

Node 47 to node 11
Foremost Journey: 47 [49] 11
Shortest Journey: 47 [49] 11

Node 47 to node 12
Foremost Journey: 47 [49] 12
Shortest Journey: 47 [49] 12

Node 47 to node 13
Foremost Journey: 47 [49] 13
Shortest Journey: 47 [49] 13

Node 47 to node 14
Foremost Journey: 47 [49] 14
Shortest Journey: 47 [49] 14

Node 47 to node 15
Foremost Journey: 47 [49] 15
Shortest Journey: 47 [49] 15

Node 47 to node 16
Foremost Journey: 47 [49] 16
Shortest Journey: 47 [49] 16

Node 47 to node 17
Foremost Journey: 47 [49] 17
Shortest Journey: 47 [49] 17

Node 47 to node 18
Foremost Journey: 47 [49] 18
Shortest Journey: 47 [49] 18

Node 47 to node 19
Foremost Journey: 47 [49] 19
Shortest Journey: 47 [49] 19

Node 47 to node 20
Foremost Journey: 47 [49] 20
Shortest Journey: 47 [49] 20

Node 47 to node 21
Foremost Journey: 47 [49] 21
Shortest Journey: 47 [49] 21

Node 47 to node 22
Foremost Journey: 47 [49] 22
Shortest Journey: 47 [49] 22

Node 47 to node 23
Foremost Journey: 47 [49] 23
Shortest Journey: 47 [49] 23

Node 47 to node 24
Foremost Journey: 47 [49] 24
Shortest Journey: 47 [49] 24

Node 47 to node 25
Foremost Journey: 47 [49] 25
Shortest Journey: 47 [49] 25

Node 47 to node 26
Foremost Journey: 47 [49] 26
Shortest Journey: 47 [49] 26

Node 47 to node 27
Foremost Journey: 47 [49] 27
Shortest Journey: 47 [49] 27

Node 47 to node 28
Foremost Journey: 47 [49] 28
Shortest Journey: 47 [49] 28

Node 47 to node 29
Foremost Journey: 47 [49] 29
Shortest Journey: 47 [49] 29

Node 47 to node 30
Foremost Journey: 47 [49] 30
Shortest Journey: 47 [49] 30

Node 47 to node 31
Foremost Journey: 47 [49] 31
Shortest Journey: 47 [49] 31

Node 47 to node 32
Foremost Journey: 47 [49] 32
Shortest Journey: 47 [49] 32

Node 47 to node 33
Foremost Journey: 47 [49] 33
Shortest Journey: 47 [49] 33

Node 47 to node 34
Foremost Journey: 47 [49] 34
Shortest Journey: 47 [49] 34

Node 47 to node 35
Foremost Journey: 47 [49] 35
Shortest Journey: 47 [49] 35

Node 47 to node 36
Foremost Journey: 47 [49] 36
Shortest Journey: 47 [49] 36

Node 47 to node 37
Foremost Journey: 47 [49] 37
Shortest Journey: 47 [49] 37

Node 47 to node 38
Foremost Journey: 47 [49] 38
Shortest Journey: 47 [49] 38

Node 47 to node 39
Foremost Journey: 47 [49] 39
Shortest Journey: 47 [49] 39

Node 47 to node 40
Foremost Journey: 47 [49] 40
Shortest Journey: 47 [49] 40

Node 47 to node 41
Foremost Journey: 47 [49] 41
Shortest Journey: 47 [49] 41

Node 47 to node 42
Foremost Journey: 47 [49] 42
Shortest Journey: 47 [49] 42

Node 47 to node 43
Foremost Journey: 47 [49] 43
Shortest Journey: 47 [49] 43

Node 47 to node 44
Foremost Journey: 47 [49] 44
Shortest Journey: 47 [49] 44

Node 47 to node 45
Foremost Journey: 47 [49] 45
Shortest Journey: 47 [49] 45

Node 47 to node 46
Foremost Journey: 47 [49] 46
Shortest Journey: 47 [49] 46

Node 47 to node 48
Foremost Journey: 47 [49] 48
Shortest Journey: 47 [49] 48

Node 47 to node 49
Foremost Journey: 47 [49] 49
Shortest Journey: 47 [49] 49

Node 48 to node 0
Foremost Journey: 48 [49] 0
Shortest Journey: 48 [49] 0

Node 48 to node 1
Foremost Journey: 48 [49] 1
Shortest Journey: 48 [49] 1

Node 48 to node 2
Foremost Journey: 48 [49] 2
Shortest Journey: 48 [49] 2

Node 48 to node 3
Foremost Journey: 48 [49] 3
Shortest Journey: 48 [49] 3

Node 48 to node 4
Foremost Journey: 48 [49] 4
Shortest Journey: 48 [49] 4

Node 48 to node 5
Foremost Journey: 48 [49] 5
Shortest Journey: 48 [49] 5

Node 48 to node 6
Foremost Journey: 48 [49] 6
Shortest Journey: 48 [49] 6

Node 48 to node 7
Foremost Journey: 48 [49] 7
Shortest Journey: 48 [49] 7

Node 48 to node 8
Foremost Journey: 48 [49] 8
Shortest Journey: 48 [49] 8

Node 48 to node 9
Foremost Journey: 48 [49] 9
Shortest Journey: 48 [49] 9

Node 48 to node 10
Foremost Journey: 48 [49] 10
Shortest Journey: 48 [49] 10

Node 48 to node 11
Foremost Journey: 48 [49] 11
Shortest Journey: 48 [49] 11

Node 48 to node 12
Foremost Journey: 48 [49] 12
Shortest Journey: 48 [49] 12

Node 48 to node 13
Foremost Journey: 48 [49] 13
Shortest Journey: 48 [49] 13

Node 48 to node 14
Foremost Journey: 48 [49] 14
Shortest Journey: 48 [49] 14

Node 48 to node 15
Foremost Journey: 48 [49] 15
Shortest Journey: 48 [49] 15

Node 48 to node 16
Foremost Journey: 48 [49] 16
Shortest Journey: 48 [49] 16

Node 48 to node 17
Foremost Journey: 48 [49] 17
Shortest Journey: 48 [49] 17

Node 48 to node 18
Foremost Journey: 48 [49] 18
Shortest Journey: 48 [49] 18

Node 48 to node 19
Foremost Journey: 48 [49] 19
Shortest Journey: 48 [49] 19

Node 48 to node 20
Foremost Journey: 48 [49] 20
Shortest Journey: 48 [49] 20

Node 48 to node 21
Foremost Journey: 48 [49] 21
Shortest Journey: 48 [49] 21

Node 48 to node 22
Foremost Journey: 48 [49] 22
Shortest Journey: 48 [49] 22

Node 48 to node 23
Foremost Journey: 48 [49] 23
Shortest Journey: 48 [49] 23

Node 48 to node 24
Foremost Journey: 48 [49] 24
Shortest Journey: 48 [49] 24

Node 48 to node 25
Foremost Journey: 48 [49] 25
Shortest Journey: 48 [49] 25

Node 48 to node 26
Foremost Journey: 48 [49] 26
Shortest Journey: 48 [49] 26

Node 48 to node 27
Foremost Journey: 48 [49] 27
Shortest Journey: 48 [49] 27

Node 48 to node 28
Foremost Journey: 48 [49] 28
Shortest Journey: 48 [49] 28

Node 48 to node 29
Foremost Journey: 48 [49] 29
Shortest Journey: 48 [49] 29

Node 48 to node 30
Foremost Journey: 48 [49] 30
Shortest Journey: 48 [49] 30

Node 48 to node 31
Foremost Journey: 48 [49] 31
Shortest Journey: 48 [49] 31

Node 48 to node 32
Foremost Journey: 48 [49] 32
Shortest Journey: 48 [49] 32

Node 48 to node 33
Foremost Journey: 48 [49] 33
Shortest Journey: 48 [49] 33

Node 48 to node 34
Foremost Journey: 48 [49] 34
Shortest Journey: 48 [49] 34

Node 48 to node 35
Foremost Journey: 48 [49] 35
Shortest Journey: 48 [49] 35

Node 48 to node 36
Foremost Journey: 48 [49] 36
Shortest Journey: 48 [49] 36

Node 48 to node 37
Foremost Journey: 48 [49] 37
Shortest Journey: 48 [49] 37

Node 48 to node 38
Foremost Journey: 48 [49] 38
Shortest Journey: 48 [49] 38

Node 48 to node 39
Foremost Journey: 48 [49] 39
Shortest Journey: 48 [49] 39

Node 48 to node 40
Foremost Journey: 48 [49] 40
Shortest Journey: 48 [49] 40

Node 48 to node 41
Foremost Journey: 48 [49] 41
Shortest Journey: 48 [49] 41

Node 48 to node 42
Foremost Journey: 48 [49] 42
Shortest Journey: 48 [49] 42

Node 48 to node 43
Foremost Journey: 48 [49] 43
Shortest Journey: 48 [49] 43

Node 48 to node 44
Foremost Journey: 48 [49] 44
Shortest Journey: 48 [49] 44

Node 48 to node 45
Foremost Journey: 48 [49] 45
Shortest Journey: 48 [49] 45

Node 48 to node 46
Foremost Journey: 48 [49] 46
Shortest Journey: 48 [49] 46

Node 48 to node 47
Foremost Journey: 48 [49] 47
Shortest Journey: 48 [49] 47

Node 48 to node 49
Foremost Journey: 48 [49] 49
Shortest Journey: 48 [49] 49

Node 49 to node 0
Foremost Journey: 49 [49] 0
Shortest Journey: 49 [49] 0

Node 49 to node 1
Foremost Journey: 49 [49] 1
Shortest Journey: 49 [49] 1

Node 49 to node 2
Foremost Journey: 49 [49] 2
Shortest Journey: 49 [49] 2

Node 49 to node 3
Foremost Journey: 49 [49] 3
Shortest Journey: 49 [49] 3

Node 49 to node 4
Foremost Journey: 49 [49] 4
Shortest Journey: 49 [49] 4

Node 49 to node 5
Foremost Journey: 49 [49] 5
Shortest Journey: 49 [49] 5

Node 49 to node 6
Foremost Journey: 49 [49] 6
Shortest Journey: 49 [49] 6

Node 49 to node 7
Foremost Journey: 49 [49] 7
Shortest Journey: 49 [49] 7

Node 49 to node 8
Foremost Journey: 49 [49] 8
Shortest Journey: 49 [49] 8

Node 49 to node 9
Foremost Journey: 49 [49] 9
Shortest Journey: 49 [49] 9

Node 49 to node 10
Foremost Journey: 49 [49] 10
Shortest Journey: 49 [49] 10

Node 49 to node 11
Foremost Journey: 49 [49] 11
Shortest Journey: 49 [49] 11

Node 49 to node 12
Foremost Journey: 49 [49] 12
Shortest Journey: 49 [49] 12

Node 49 to node 13
Foremost Journey: 49 [49] 13
Shortest Journey: 49 [49] 13

Node 49 to node 14
